feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,label
1612.3392929293332,1793.1723293540274,1525.3918181818674,1612.3392929293332,26.63707070707134,27.77410468319388,25.158080808081454,26.63707070707134,0.21188911902538524,0.204654081292193,0.21531510879402616,0.21188911902538524,0.18126634831576835,0.17148725235299547,0.1809716685615713,0.18126634831576835,0.7801722040684548,0.7506171289902294,0.791934946516766,0.7801722040684548,0.03285748903173345,0.029407877719579954,0.032750744821959214,matang
1480.9633333333836,2008.5444342412316,1856.3047474748087,1480.9633333333836,28.247777777778435,34.20508111416913,32.27565656565742,28.247777777778435,0.14750663205048,0.12578657408124644,0.1340974807783967,0.14750663205048,0.11446082509568258,0.10371417022622068,0.10680214555940844,0.11446082509568258,0.717903002212842,0.6080453627916431,0.6416750630152473,0.717903002212842,0.013101280481584437,0.010756629105713478,0.011406698296093067,matang
1022.6581818181706,1338.1499846953352,1239.5767676767664,1022.6581818181706,20.936767676768095,24.17814508723398,22.295555555555982,20.936767676768095,0.21533858968497152,0.1998662101071015,0.21409727753439778,0.21533858968497152,0.17495401468489627,0.16397322554809615,0.17102139193188057,0.17495401468489627,0.8867573458544279,0.8487048963730381,0.8619534999555616,0.8867573458544279,0.030608907254362896,0.02688721869664681,0.029248316498317908,matang
1118.2638383838332,1422.5563717987259,1208.3679797979748,1118.2638383838332,21.151111111111423,24.091521273338078,22.28353535353558,21.151111111111423,0.22284723872656453,0.20834290977083647,0.22213559773770425,0.22284723872656453,0.18223985894179345,0.1727707243552739,0.1820389092282582,0.18223985894179345,0.8586818239356171,0.817207334314494,0.8473274872128214,0.8586818239356171,0.03321136618712478,0.02984972319424604,0.03313816447301402,matang
1151.2586868687263,1530.00102030395,1511.2615151515813,1151.2586868687263,23.709595959596868,28.299561269256483,27.83909090909191,23.709595959596868,0.17339391371879498,0.1570569352598736,0.16040367393097607,0.17339391371879498,0.13426220298009373,0.12411286890802767,0.12780288809845783,0.13426220298009373,0.7805939118647617,0.7007485653338663,0.7080067668622031,0.7805939118647617,0.018026339149067885,0.015404004228581262,0.016333578206306935,matang
994.4817171717397,1193.6046321803356,1166.9878787879263,994.4817171717397,21.884747474748114,24.471482501784166,23.917373737374625,21.884747474748114,0.20530077522253257,0.1911781119313259,0.20142661135152534,0.20530077522253257,0.1695257674153868,0.15891111939319327,0.16548605415251694,0.1695257674153868,0.8311957582784115,0.7927304724193868,0.8002918579026876,0.8311957582784115,0.028738985817775817,0.02525274386679773,0.027385634118969767,matang
1081.2903030303305,1256.593816957396,1235.437777777824,1081.2903030303305,22.616767676768337,24.88827670645696,24.263030303031126,22.616767676768337,0.2116019260287106,0.19921981244737674,0.2062561080869011,0.2116019260287106,0.17696730430558932,0.1665247333748561,0.173032617461104,0.17696730430558932,0.7996528597678659,0.7621569336551964,0.7691786259387808,0.7996528597678659,0.03131742679318705,0.027730486825566912,0.02994028670544075,matang
773.0066666666847,900.205693296557,922.5901010101248,773.0066666666847,18.754747474748008,20.26854402611885,20.051515151515677,18.754747474748008,0.23580009411415695,0.22379787251162636,0.23546501945604337,0.23580009411415695,0.19830169924146263,0.18858582301130472,0.198800620126292,0.19830169924146263,0.7996590669505952,0.7627600139407947,0.7605766531052743,0.7996590669505952,0.0393235639220515,0.035564612640851145,0.039521686562598246,matang
945.7111111111205,1010.8481787571758,972.1889898990041,945.7111111111205,21.377777777778277,22.373329252115255,21.52171717171771,21.377777777778277,0.20126357603368644,0.18819907921179957,0.19622789971355542,0.20126357603368644,0.16443754173585556,0.15417332707828407,0.1606034241572615,0.16443754173585556,0.8105502600302641,0.7946106039473075,0.8044790481686143,0.8105502600302641,0.027039705132131237,0.023769414782387564,0.02579345985103725,matang
1383.4208080808621,1859.7010509130523,1727.1410101010852,1383.4208080808621,25.99151515151622,30.578308335882078,29.649696969698205,25.99151515151622,0.18044083097466226,0.16386091797966165,0.17049758399006998,0.18044083097466226,0.1439843275603413,0.13372734057356936,0.13903615700163074,0.1439843275603413,0.7083401932180448,0.6021498935752633,0.6335589261359174,0.7083401932180448,0.02073148658300366,0.017883001616879408,0.019331052953782114,matang
916.445656565676,1081.2508927659862,1075.6012121212336,916.445656565676,21.126060606061134,23.297214569940483,22.492727272727894,21.126060606061134,0.18888381889778758,0.17536348958204034,0.18671729127066497,0.18888381889778758,0.15019490449340656,0.14000517973889975,0.145868063991557,0.15019490449340656,0.7311679818792272,0.6779954266456006,0.682404651998319,0.7311679818792272,0.022558509335783513,0.019601450353721628,0.02127749209264497,matang
2015.921717171764,2198.386389143796,1929.1527272727903,2015.921717171764,30.10878787878867,31.236302418118107,29.047676767677505,30.10878787878867,0.22329331636285568,0.2119676909884485,0.22610300916234224,0.22329331636285568,0.19807525785599528,0.18804797390516087,0.19868428821380055,0.19807525785599528,0.7647178364120617,0.7393869062159178,0.7753052316724308,0.7647178364120617,0.03923380777471902,0.035362040489836065,0.03947544638302456,matang
1233.2426262626313,1393.963779206091,1333.0732323232314,1233.2426262626313,24.750303030303332,26.30068360371169,25.456464646465072,24.750303030303332,0.1995992780460816,0.18788998820373903,0.19600428760993188,0.1995992780460816,0.16853009408707845,0.15800445130856786,0.16429627504379604,0.16853009408707845,0.814363157438458,0.7871777767881174,0.7983343990782895,0.814363157438458,0.028402392612999514,0.02496540663332159,0.02699326599326668,matang
1046.1202020202227,1206.953984287253,1050.5450505050737,1046.1202020202227,22.350101010101582,24.14100601979249,22.171515151515763,22.350101010101582,0.2144728913149027,0.20283835641995887,0.21370067731758052,0.2144728913149027,0.18100535200751341,0.17142043303396506,0.17908843082255885,0.18100535200751341,0.7655328975991372,0.7251371991665122,0.7635958320484457,0.7655328975991372,0.032762937455363836,0.029384964861552097,0.03207266605448644,matang
